titulo,url,data,adicoes,delecoes,tags
chore(langchain): fix types in `test_shell_tool`,https://github.com/langchain-ai/langchain/pull/34502,2026-01-10,117,128,"langchain, infra, dependencies, typing, external"
chore(langchain): fix types in `test_tool_selection` and `test_tool_emulator`,https://github.com/langchain-ai/langchain/pull/34499,2026-01-10,71,27,"langchain, infra, typing, external"
chore(langchain): fix types in `test_shell_execution_policies`,https://github.com/langchain-ai/langchain/pull/34498,2026-01-10,60,59,"langchain, infra, typing, external"
style(langchain): add ruff rule RUF012,https://github.com/langchain-ai/langchain/pull/34497,2025-12-27,7,8,"langchain, dependencies, linting, external"
style(langchain): add TC ruff rules,https://github.com/langchain-ai/langchain/pull/34496,2025-12-27,42,23,"langchain, dependencies, linting, external"
"style(text-splitters,standard-tests,cli): add ruff TC and RUF012 rules",https://github.com/langchain-ai/langchain/pull/34495,2025-12-27,52,26,"standard-tests, text-splitters, dependencies, cli, linting, external"
style: add ruff ISC001 rule,https://github.com/langchain-ai/langchain/pull/34493,2025-12-27,0,4,"core, langchain, standard-tests, text-splitters, dependencies, linting, external"
style(core): add ruff RUF012 rule,https://github.com/langchain-ai/langchain/pull/34492,2025-12-27,14,126,"core, dependencies, linting, external"
docs(core): image url docstring enhancement,https://github.com/langchain-ai/langchain/pull/34488,2025-12-26,19,6,"documentation, core, internal"
perf(core): move origin type map to module level in `function_calling.py`,https://github.com/langchain-ai/langchain/pull/34481,2025-12-26,15,16,"core, performance, external"
perf(core): precompile hex color regex pattern at module level,https://github.com/langchain-ai/langchain/pull/34480,2025-12-26,4,4,"core, performance, external"
style(core): add ruff rules TC,https://github.com/langchain-ai/langchain/pull/34476,2025-12-26,28,23,"core, dependencies, linting, external"
style(langchain): fix some PLC0415 rules,https://github.com/langchain-ai/langchain/pull/34475,2025-12-26,35,96,"langchain, linting, external"
release(langchain-classic): 1.0.1,https://github.com/langchain-ai/langchain/pull/34467,2025-12-23,6,6,"release, dependencies, langchain-classic, internal"
test(core): URL-encode bgColor parameter in mermaid.ink API calls,https://github.com/langchain-ai/langchain/pull/34466,2025-12-26,43,1,"core, tests, external"
fix(langchain): allow Gemini 3 models to use `ProviderStrategy` with tools,https://github.com/langchain-ai/langchain/pull/34464,2026-02-19,50,3,"langchain, fix, external"
fix(core): URL-encode bgColor in mermaid API calls,https://github.com/langchain-ai/langchain/pull/34461,2025-12-26,4,1,"core, fix, external"
release(core): 0.3.81,https://github.com/langchain-ai/langchain/pull/34459,2025-12-23,2,2,"core, release, dependencies, internal"
fix(core): serialization patch,https://github.com/langchain-ai/langchain/pull/34458,2025-12-23,1806,120,"integration, core, standard-tests, fix, langchain-classic, anthropic, groq, openai, internal"
docs(core): update to indicate betas,https://github.com/langchain-ai/langchain/pull/34457,2025-12-22,32,14,"documentation, core, internal"
release(core): 1.2.5,https://github.com/langchain-ai/langchain/pull/34456,2025-12-22,2,2,"core, release, dependencies, internal"
fix(core): serialization patch,https://github.com/langchain-ai/langchain/pull/34455,2025-12-22,1769,116,"integration, core, standard-tests, fix, langchain-classic, anthropic, groq, openai, xai, internal"
style(core): fix some noqa: ARG rules,https://github.com/langchain-ai/langchain/pull/34437,2025-12-26,8,17,"core, linting, external"
style(langchain): add ruff rules PT,https://github.com/langchain-ai/langchain/pull/34434,2025-12-22,41,34,"langchain, dependencies, external"
fix(core): ensure `tool_call_count` is never null,https://github.com/langchain-ai/langchain/pull/34431,2025-12-20,28,1,"core, fix, internal"
chore(infra): remove jupyter recommended extensions,https://github.com/langchain-ai/langchain/pull/34430,2025-12-20,0,2,"infra, internal"
release(core): 1.2.4,https://github.com/langchain-ai/langchain/pull/34429,2025-12-19,4,4,"core, dependencies, internal"
revert(infra): temp disable lockfile CI check,https://github.com/langchain-ai/langchain/pull/34428,2025-12-19,5,5,"github_actions, revert, internal"
chore(core): fix some docstrings,https://github.com/langchain-ai/langchain/pull/34426,2025-12-19,141,21,"core, infra, external"
chore(core): fix some ruff preview rules,https://github.com/langchain-ai/langchain/pull/34425,2025-12-19,84,71,"core, infra, external"
docs: Fix typo in Zapier NLA API description,https://github.com/langchain-ai/langchain/pull/34424,2025-12-19,2,2,"langchain-classic, external"
release(core): 1.2.3,https://github.com/langchain-ai/langchain/pull/34421,2025-12-18,9,9,"core, release, internal"
fix(core): allow unknown blocks in convert_to_openai_messages,https://github.com/langchain-ai/langchain/pull/34420,2025-12-18,79,2,"core, fix, internal"
release(openai): 1.1.6: update max input tokens for gpt-5 series,https://github.com/langchain-ai/langchain/pull/34419,2025-12-18,135,18,"integration, langchain, release, dependencies, langchain-classic, model-profiles, deepseek, openai, xai, internal"
fix(core): defer persisting traces for iterator inputs,https://github.com/langchain-ai/langchain/pull/34416,2025-12-19,241,4,"core, fix, internal"
feat(core): add `usage_metadata` to metadata in `LangChainTracer`,https://github.com/langchain-ai/langchain/pull/34414,2025-12-19,244,1,"core, feature, internal"
feat(perplexity): overhaul integration with official SDK and Search API,https://github.com/langchain-ai/langchain/pull/34412,2025-12-19,865,515,"integration, dependencies, feature, perplexity, external"
fix(docs): add redirects,https://github.com/langchain-ai/langchain/pull/34411,2025-12-17,13,0,"fix, internal"
release(openai): 1.1.5,https://github.com/langchain-ai/langchain/pull/34409,2025-12-17,15,15,"integration, langchain, release, dependencies, langchain-classic, model-profiles, deepseek, openai, xai, internal"
fix(openai): rely on langchain-core for setting chunk_position,https://github.com/langchain-ai/langchain/pull/34404,2025-12-17,6,8,"integration, fix, deepseek, openai, xai, internal"
fix(core): populate default args from tool's `args_schema`,https://github.com/langchain-ai/langchain/pull/34399,2025-12-20,156,3,"core, fix, external"
feat(infra): add CI check for out of date lockfiles,https://github.com/langchain-ai/langchain/pull/34397,2025-12-17,72,16,"core, langchain, infra, text-splitters, github_actions, feature, langchain-classic, model-profiles, internal"
fix(openai): filter function_call blocks in token counting,https://github.com/langchain-ai/langchain/pull/34396,2025-12-19,10,4,"integration, fix, deepseek, openai, xai, external"
release(openai): 1.1.4,https://github.com/langchain-ai/langchain/pull/34395,2025-12-16,6,6,"integration, dependencies, openai, internal"
revert(openai): switch model from nano to mini when using flex,https://github.com/langchain-ai/langchain/pull/34394,2025-12-16,3,3,"integration, revert, openai, internal"
release(standard-tests): 1.1.1,https://github.com/langchain-ai/langchain/pull/34393,2025-12-16,4,4,"standard-tests, release, dependencies, internal"
chore(core): bump lockfile,https://github.com/langchain-ai/langchain/pull/34392,2025-12-16,2,2,"core, infra, internal"
release(core): 1.2.2,https://github.com/langchain-ai/langchain/pull/34391,2025-12-16,2,2,"core, release, dependencies, internal"
fix(core): use `get_type_hints` for Python 3.14 `TypedDict` compatibility,https://github.com/langchain-ai/langchain/pull/34390,2025-12-16,13,3,"core, fix, internal"
docs(standard-tests): throw more descriptive errors for some streaming cases,https://github.com/langchain-ai/langchain/pull/34389,2025-12-16,12,4,"documentation, standard-tests, internal"
feat(langchain): Add support to `google_genai` provider in `init_embeddings`,https://github.com/langchain-ai/langchain/pull/34388,2025-12-19,39,24,"langchain, feature, langchain-classic, external"
fix(openai): Correct hyperlinks in documentation of function with_structured_output,https://github.com/langchain-ai/langchain/pull/34385,2025-12-16,5,5,"integration, fix, openai, external"
fix(openai): handle function_call content in token counting,https://github.com/langchain-ai/langchain/pull/34379,2025-12-19,26,0,"integration, fix, openai, external"
fix(core): improve error message for non-JSON-serializable tool schemas,https://github.com/langchain-ai/langchain/pull/34376,2026-02-22,57,8,"core, fix, external"
release(langchain): 1.2,https://github.com/langchain-ai/langchain/pull/34373,2025-12-15,8,8,"langchain, release, dependencies, internal"
chore(infra): add openai back to core release test matrix,https://github.com/langchain-ai/langchain/pull/34372,2025-12-15,1,1,"infra, github_actions, internal"
release(core): 1.2.1,https://github.com/langchain-ai/langchain/pull/34370,2025-12-15,5,5,"core, release, dependencies, internal"
chore(deps): bump actions/download-artifact from 6 to 7,https://github.com/langchain-ai/langchain/pull/34361,2025-12-15,5,5,"infra, dependencies, github_actions, external"
chore(deps): bump actions/upload-artifact from 5 to 6,https://github.com/langchain-ai/langchain/pull/34360,2025-12-15,1,1,"infra, dependencies, github_actions, external"
fix(core): use tool_calls instead of deprecated function_call in get_buffer_string,https://github.com/langchain-ai/langchain/pull/34355,2025-12-20,77,2,"core, fix, external"
fix(core): preserve `Field(description=...)` in `@tool` decorator,https://github.com/langchain-ai/langchain/pull/34354,2025-12-20,38,0,"core, fix, external"
docs(langchain): Docstring improved to show `Streaming custom events`,https://github.com/langchain-ai/langchain/pull/34353,2025-12-19,91,0,"langchain, external"
release(text-splitters): 1.1.0,https://github.com/langchain-ai/langchain/pull/34346,2025-12-14,5,5,"text-splitters, dependencies, internal"
fix(fireworks): `bind_tools(strict: bool)` and `reasoning_content`,https://github.com/langchain-ai/langchain/pull/34343,2025-12-27,64,4,"integration, fix, fireworks, external"
release(anthropic): 1.3.1,https://github.com/langchain-ai/langchain/pull/34337,2025-12-12,3,3,"integration, release, dependencies, anthropic, internal"
test(openai): switch model from nano to mini when using flex,https://github.com/langchain-ai/langchain/pull/34336,2025-12-12,3,3,"integration, tests, openai, internal"
release(huggingface): 1.2.0,https://github.com/langchain-ai/langchain/pull/34335,2025-12-12,6,6,"integration, release, dependencies, huggingface, internal"
release(mistralai): 1.1.1,https://github.com/langchain-ai/langchain/pull/34334,2025-12-12,5,5,"integration, release, dependencies, mistralai, internal"
fix(langchain): shell output multithreading race condition,https://github.com/langchain-ai/langchain/pull/34333,2025-12-12,37,2,"langchain, fix, internal"
release(groq): 1.1.1,https://github.com/langchain-ai/langchain/pull/34332,2025-12-12,4,4,"integration, release, dependencies, groq, internal"
release(standard-tests): 1.1.0,https://github.com/langchain-ai/langchain/pull/34331,2025-12-12,3,3,"standard-tests, release, dependencies, internal"
release(ollama): 1.0.1,https://github.com/langchain-ai/langchain/pull/34330,2025-12-12,4,4,"integration, release, dependencies, ollama, internal"
revert: make integration tests output verbose,https://github.com/langchain-ai/langchain/pull/34329,2025-12-12,1,1,"integration, revert, openai, internal"
"chore(infra,openai): make integration tests output verbose",https://github.com/langchain-ai/langchain/pull/34327,2025-12-12,1,1,"integration, infra, openai, internal"
chore(anthropic): bump min core version,https://github.com/langchain-ai/langchain/pull/34326,2025-12-12,1,1,"integration, infra, dependencies, anthropic, internal"
release(openai): 1.1.3,https://github.com/langchain-ai/langchain/pull/34325,2025-12-12,5,6,"integration, release, dependencies, openai, internal"
release(anthropic): 1.3.0,https://github.com/langchain-ai/langchain/pull/34324,2025-12-12,4,5,"integration, release, dependencies, anthropic, internal"
chore(anthropic): make test agnostic of python version,https://github.com/langchain-ai/langchain/pull/34320,2025-12-12,2,2,"integration, infra, anthropic, internal"
release(core): 1.2,https://github.com/langchain-ai/langchain/pull/34319,2025-12-12,4,4,"core, release, dependencies, internal"
docs(anthropic): clean up docstrings,https://github.com/langchain-ai/langchain/pull/34317,2025-12-12,26,1448,"documentation, integration, anthropic, internal"
release(chroma): 1.1,https://github.com/langchain-ai/langchain/pull/34316,2025-12-12,3,3,"integration, release, dependencies, chroma, internal"
docs(anthropic): nit comments,https://github.com/langchain-ai/langchain/pull/34314,2025-12-12,7,6,"documentation, integration, anthropic, internal"
style(core): docs nit,https://github.com/langchain-ai/langchain/pull/34312,2025-12-12,7,7,"core, internal"
fix: little lint thing,https://github.com/langchain-ai/langchain/pull/34310,2025-12-12,1,1,"langchain, fix, internal"
chore(langchain): check agents integration tests with mypy,https://github.com/langchain-ai/langchain/pull/34308,2025-12-12,9,5,"langchain, infra, dependencies, external"
feat(openai): Use responses API if model is gpt-5.2-pro,https://github.com/langchain-ai/langchain/pull/34306,2025-12-12,13,0,"integration, feature, openai, internal"
refactor(anthropic): comments and `_BUILTIN_TOOL_PREFIXES`,https://github.com/langchain-ai/langchain/pull/34305,2025-12-11,27,25,"integration, refactor, anthropic, internal"
fix(core): widen openai tool/function conversion input type to `Mapping`,https://github.com/langchain-ai/langchain/pull/34304,2025-12-11,3,2,"core, fix, internal"
docs(anthropic): fix line number highlighting,https://github.com/langchain-ai/langchain/pull/34303,2025-12-11,1,1,"documentation, integration, anthropic, internal"
release(openai): 1.1.2,https://github.com/langchain-ai/langchain/pull/34302,2025-12-11,8,8,"integration, release, dependencies, openai, internal"
feat(anthropic): auto-apply mcp beta header,https://github.com/langchain-ai/langchain/pull/34301,2025-12-11,12,5,"integration, feature, anthropic, internal"
docs(anthropic): use named `betas` param in docstring example,https://github.com/langchain-ai/langchain/pull/34300,2025-12-11,2,7,"documentation, integration, anthropic, internal"
docs(anthropic): cleanup nits,https://github.com/langchain-ai/langchain/pull/34299,2025-12-11,33,11,"integration, anthropic, internal"
fix(openai): Allow temperature when reasoning is set to the string 'none',https://github.com/langchain-ai/langchain/pull/34298,2025-12-11,76,4,"integration, fix, openai, internal"
chore(anthropic): update test_tool_search cassette,https://github.com/langchain-ai/langchain/pull/34297,2025-12-11,1,1,"integration, anthropic, internal"
fix: handle empty assistant content in Responses API (#34272),https://github.com/langchain-ai/langchain/pull/34296,2026-01-07,9,1,"integration, fix, openai, external"
chore(infra): delete copilot instructions,https://github.com/langchain-ai/langchain/pull/34294,2025-12-11,0,487,"infra, github_actions, internal"
fix(langchain): add sentinel value to ProviderStrategy / strict,https://github.com/langchain-ai/langchain/pull/34290,2025-12-10,3,3,"langchain, internal"
chore(langchain): add end to end test for strict mode in provider strategy,https://github.com/langchain-ai/langchain/pull/34289,2025-12-10,52,1,"langchain, infra, internal"
fix(anthropic): ignore null values of caller on tool_use blocks,https://github.com/langchain-ai/langchain/pull/34286,2025-12-10,16,16,"integration, fix, anthropic, internal"
chore(core): add admonitions around use of `load`,https://github.com/langchain-ai/langchain/pull/34285,2025-12-10,14,1,"core, infra, internal"
feat(anthropic): support mcp_toolset in bind_tools,https://github.com/langchain-ai/langchain/pull/34284,2025-12-10,2,4,"integration, feature, anthropic, internal"
chore(core): fix some types related to ToolCallChunk,https://github.com/langchain-ai/langchain/pull/34283,2025-12-12,39,24,"core, infra, external"
feat(anthropic): executable callbacks on tools,https://github.com/langchain-ai/langchain/pull/34281,2025-12-11,1283,325,"integration, feature, anthropic, internal"
feat(anthropic): accept `TypedDict` for built-in tool types,https://github.com/langchain-ai/langchain/pull/34279,2025-12-12,16,2,"integration, feature, anthropic, internal"
"docs(fireworks,groq,huggingface,mistralai,ollama,openai): x-ref `convert_to_openai_tool`",https://github.com/langchain-ai/langchain/pull/34276,2025-12-10,17,21,"documentation, integration, fireworks, groq, huggingface, mistralai, ollama, openai, internal"
docs(anthropic): fix docstring example ordering/content,https://github.com/langchain-ai/langchain/pull/34275,2025-12-10,391,349,"documentation, integration, anthropic, internal"
feat(chroma): Add Search API,https://github.com/langchain-ai/langchain/pull/34273,2025-12-12,57,11,"integration, dependencies, chroma, external"
feat(anthropic): support programmatic tool use,https://github.com/langchain-ai/langchain/pull/34271,2025-12-10,645,368,"integration, core, langchain, feature, langchain-classic, anthropic, internal"
chore(infra): delete `SECURITY.md`,https://github.com/langchain-ai/langchain/pull/34270,2025-12-09,0,65,"documentation, infra, internal"
fix(mistralai): handle null content in tool call responses,https://github.com/langchain-ai/langchain/pull/34268,2025-12-12,54,1,"integration, mistralai, external"
release: langchain-core 1.1.3,https://github.com/langchain-ai/langchain/pull/34266,2025-12-09,3,3,"core, release, dependencies, internal"
fix: remove partial usage for retriever func + afunc,https://github.com/langchain-ai/langchain/pull/34265,2025-12-09,56,58,"core, fix, internal"
fix(huggingface): Helper logic for init_chat_model with HuggingFace backend,https://github.com/langchain-ai/langchain/pull/34259,2025-12-12,53,5,"integration, langchain, fix, langchain-classic, huggingface, external"
chore(infra): update security.md file,https://github.com/langchain-ai/langchain/pull/34258,2025-12-08,26,41,"documentation, infra, internal"
feat(core): add PEP 702 `__deprecated__` attribute support to `@deprecated`,https://github.com/langchain-ai/langchain/pull/34257,2025-12-20,195,81,"core, feature, internal"
chore(infra): update default lib on release workflow,https://github.com/langchain-ai/langchain/pull/34256,2025-12-08,1,1,"infra, github_actions, internal"
release(langchain): 1.1.3,https://github.com/langchain-ai/langchain/pull/34255,2025-12-08,8,8,"langchain, dependencies, internal"
feat: add agent name to `AIMessage`,https://github.com/langchain-ai/langchain/pull/34254,2025-12-08,105,2,"langchain, feature, internal"
release(core): 1.1.2,https://github.com/langchain-ai/langchain/pull/34253,2025-12-08,103,102,"core, release, dependencies, internal"
release(openai): 1.1.1,https://github.com/langchain-ai/langchain/pull/34252,2025-12-08,6,6,"integration, release, dependencies, openai, internal"
feat(core): support google maps grounding in genai block translator,https://github.com/langchain-ai/langchain/pull/34244,2025-12-08,243,10,"core, feature, internal"
"docs(core,groq,openai): nits for ref docs",https://github.com/langchain-ai/langchain/pull/34243,2025-12-08,410,348,"documentation, integration, core, groq, openai, internal"
fix(core): handle None arguments in parse_tool_call,https://github.com/langchain-ai/langchain/pull/34242,2025-12-12,83,7,"core, external"
feat(text-splitters): add R programming language support,https://github.com/langchain-ai/langchain/pull/34241,2025-12-12,53,0,"text-splitters, feature, external"
fix(core): prevent async task garbage collection (RUF006),https://github.com/langchain-ai/langchain/pull/34238,2025-12-08,5,3,"core, fix, external"
fix(core): pass `tool_call_id` to `on_tool_start` callback,https://github.com/langchain-ai/langchain/pull/34235,2025-12-08,196,0,"core, fix, external"
docs(core): improve style for refs,https://github.com/langchain-ai/langchain/pull/34227,2025-12-05,56,56,"documentation, core, internal"
feat(langchain): enhance `init_chat_model` with improved validation,https://github.com/langchain-ai/langchain/pull/34226,2025-12-20,161,42,"langchain, feature, langchain-classic, external"
chore(core): improve typing of messages utils functions,https://github.com/langchain-ai/langchain/pull/34225,2025-12-08,77,36,"core, langchain, infra, external"
feat(standard-tests): ensure only one chunk sets `model_name` in `usage_metadata`,https://github.com/langchain-ai/langchain/pull/34224,2025-12-08,912,725,"standard-tests, feature, internal"
test(openai): mark `test_structured_output_and_tools` flaky,https://github.com/langchain-ai/langchain/pull/34223,2025-12-05,1,0,"integration, tests, openai, internal"
chore(standard-tests): enable mypy disallow_any_generics rule,https://github.com/langchain-ai/langchain/pull/34222,2025-12-12,49,40,"standard-tests, infra, dependencies, external"
feat(langchain): add support for Upstage (Solar) in `init_chat_model`,https://github.com/langchain-ai/langchain/pull/34220,2025-12-05,10,0,"langchain, feature, external"
chore: update core dep in lockfiles,https://github.com/langchain-ai/langchain/pull/34216,2025-12-04,460,28,"integration, infra, anthropic, chroma, deepseek, exa, fireworks, groq, huggingface, mistralai"
chore(infra): delete duplicate forum link,https://github.com/langchain-ai/langchain/pull/34214,2025-12-04,0,3,"infra, internal"
docs(core): update `StrOutputParser` docstring,https://github.com/langchain-ai/langchain/pull/34213,2025-12-04,31,5,"documentation, core, internal"
release: langchain-core 1.1.1,https://github.com/langchain-ai/langchain/pull/34212,2025-12-04,2,2,"core, release, dependencies, internal"
chore(core): use anext and deprecate py_anext,https://github.com/langchain-ai/langchain/pull/34211,2025-12-08,12,11,"core, infra, external"
release: langchain 1.1.2,https://github.com/langchain-ai/langchain/pull/34210,2025-12-04,3,3,"langchain, release, dependencies, internal"
fix(core): `RunnablePick` method return types,https://github.com/langchain-ai/langchain/pull/34208,2025-12-20,10,16,"core, fix, external"
release: langchain 1.1.1,https://github.com/langchain-ai/langchain/pull/34206,2025-12-04,3,3,"langchain, release, dependencies, internal"
style(core): fix mypy no-any-return violations,https://github.com/langchain-ai/langchain/pull/34204,2025-12-27,230,147,"core, dependencies, langchain-classic, linting, external"
fix(openai): handle missing 'text' key in responses API content blocks,https://github.com/langchain-ai/langchain/pull/34198,2025-12-12,38,1,"integration, fix, openai, external"
fix: simplify summarization cutoff logic,https://github.com/langchain-ai/langchain/pull/34195,2025-12-04,127,198,"langchain, fix, internal"
docs(standard-tests): ensure first admonition is expanded,https://github.com/langchain-ai/langchain/pull/34194,2025-12-03,2,2,"documentation, standard-tests, internal"
fix(openai): correct image resize aspect ratio caps,https://github.com/langchain-ai/langchain/pull/34192,2025-12-12,8,1,"integration, fix, openai, external"
chore: disable blockbuster for `langchain-classic`,https://github.com/langchain-ai/langchain/pull/34186,2025-12-03,5,62,"infra, dependencies, langchain-classic, internal"
fix: tool call id bug introduced w/ runtime injection,https://github.com/langchain-ai/langchain/pull/34185,2025-12-03,7,4,"core, fix, internal"
docs(standard-tests): fix `supports_json_mode` docstring,https://github.com/langchain-ai/langchain/pull/34181,2025-12-03,4,3,"documentation, standard-tests, internal"
"docs(standard-tests): fix formatting bug, rearrange admonition",https://github.com/langchain-ai/langchain/pull/34180,2025-12-03,155,151,"documentation, standard-tests, internal"
docs(standard-tests): enrich doc to indicate missing default values,https://github.com/langchain-ai/langchain/pull/34179,2025-12-03,20,12,"documentation, standard-tests, internal"
docs(standard-tests): improve doc for `structured_output_kwargs` and `supports_json_mode`,https://github.com/langchain-ai/langchain/pull/34178,2025-12-03,75,13,"documentation, standard-tests, internal"
chore: update test to be compatible with mem-optimized runtree,https://github.com/langchain-ai/langchain/pull/34176,2025-12-03,11,7,"core, langchain-classic, internal"
fix(standard-tests): fix broken links,https://github.com/langchain-ai/langchain/pull/34175,2025-12-03,41,38,"standard-tests, fix, internal"
fix(standard-tests)!: remove deprecated `has_tool_choice` property,https://github.com/langchain-ai/langchain/pull/34174,2025-12-08,7,50,"standard-tests, breaking, fix, internal"
fix(standard-tests): remove broken code block docstring title,https://github.com/langchain-ai/langchain/pull/34173,2025-12-03,4,4,"standard-tests, internal"
feat: Use uuid7 for run ids,https://github.com/langchain-ai/langchain/pull/34172,2025-12-03,1349,999,"core, langchain, text-splitters, dependencies, feature, langchain-classic, internal"
style(standard-tests): some fencing,https://github.com/langchain-ai/langchain/pull/34171,2025-12-02,11,11,"standard-tests, internal"
feat(standard-tests): invocation model override,https://github.com/langchain-ai/langchain/pull/34170,2025-12-08,181,0,"standard-tests, feature, internal"
"chore(ollama,groq): Filtering Parameters in bind_tools for Ollama and Groq",https://github.com/langchain-ai/langchain/pull/34167,2025-12-12,3,0,"integration, infra, groq, ollama, external"
feat(anthropic): use model profile for max output tokens,https://github.com/langchain-ai/langchain/pull/34163,2025-12-08,5,27,"integration, feature, anthropic, internal"
revert(model-profiles): update docs link,https://github.com/langchain-ai/langchain/pull/34162,2025-12-01,1,1,"revert, model-profiles, internal"
fix(langchain): (SummarizationMiddleware) adjust token counts based on model,https://github.com/langchain-ai/langchain/pull/34161,2025-12-01,31,1,"langchain, fix, internal"
chore(anthropic): vcr integration test,https://github.com/langchain-ai/langchain/pull/34160,2025-12-01,1,0,"integration, infra, anthropic, internal"
docs(langchain): docstrings for summariziation middleware types,https://github.com/langchain-ai/langchain/pull/34158,2025-12-01,92,8,"documentation, langchain, internal"
"feat(langchain,openai): add strict flag to ProviderStrategy structured output",https://github.com/langchain-ai/langchain/pull/34149,2025-12-10,32,8,"integration, langchain, feature, openai, external"
fix(langchain): add types to human_in_the_loop middleware,https://github.com/langchain-ai/langchain/pull/34137,2025-12-01,9,7,"langchain, fix, internal"
fix(openai): Fixing error that comes up using the Responses API with built-in tools and custom tools,https://github.com/langchain-ai/langchain/pull/34136,2025-12-08,36,1,"integration, fix, openai, external"
"docs(core): update docstrings in `RunnableConfig`, `dereference_refs`",https://github.com/langchain-ai/langchain/pull/34131,2025-11-28,54,41,"documentation, core, internal"
"chore(infra): update agent files, remove top-level pyproject",https://github.com/langchain-ai/langchain/pull/34128,2025-11-28,286,295,"documentation, infra, dependencies, internal"
fix(model-profiles): update docs link,https://github.com/langchain-ai/langchain/pull/34127,2025-11-28,1,1,"fix, model-profiles, internal"
fix(fireworks): models used in tests & naming schema,https://github.com/langchain-ai/langchain/pull/34125,2025-12-20,13,13,"integration, fix, fireworks, internal"
"feat(core,anthropic): `extras` on `BaseTool`",https://github.com/langchain-ai/langchain/pull/34120,2025-12-10,971,494,"integration, core, langchain, dependencies, feature, langchain-classic, model-profiles, anthropic, internal"
feat(anthropic): tool search support ,https://github.com/langchain-ai/langchain/pull/34119,2025-12-08,330,1,"integration, core, langchain, dependencies, feature, langchain-classic, model-profiles, anthropic, internal"
feat(anthropic): document and test fine grained tool streaming,https://github.com/langchain-ai/langchain/pull/34118,2025-12-08,208,0,"integration, core, langchain, dependencies, feature, langchain-classic, model-profiles, anthropic, internal"
feat(anthropic): auto append relevant beta headers for computer use,https://github.com/langchain-ai/langchain/pull/34117,2025-12-08,118,4,"documentation, integration, core, langchain, dependencies, feature, langchain-classic, model-profiles, anthropic, internal"
feat(anthropic): add `effort` support,https://github.com/langchain-ai/langchain/pull/34116,2025-12-05,218,18,"integration, core, langchain, dependencies, feature, langchain-classic, model-profiles, anthropic, internal"
chore(infra): updated allowed scopes in PR lint configuration,https://github.com/langchain-ai/langchain/pull/34115,2025-11-27,4,4,"infra, github_actions, internal"
fix(ollama): pop unsupported 'strict' argument in `ChatOllama`,https://github.com/langchain-ai/langchain/pull/34114,2025-12-12,31,0,"integration, fix, ollama, external"
feat(anthropic): auto append relevant beta headers,https://github.com/langchain-ai/langchain/pull/34113,2025-12-01,392,37,"integration, feature, anthropic, internal"
"docs(anthropic,core,langchain): updates",https://github.com/langchain-ai/langchain/pull/34106,2025-11-25,823,610,"documentation, integration, core, langchain, anthropic, internal"
"style(core,langchain,qdrant): fix some docstrings for refs",https://github.com/langchain-ai/langchain/pull/34105,2025-11-25,39,24,"integration, core, langchain-classic, qdrant, internal"
"chore(infra): update PR template, agent files",https://github.com/langchain-ai/langchain/pull/34104,2025-11-25,27,344,"documentation, infra, internal"
test(core): add regression test for list-index `$ref` resolution,https://github.com/langchain-ai/langchain/pull/34097,2025-12-27,78,0,"core, tests, external"
fix(core): handle missing `StructuredPrompt` schema,https://github.com/langchain-ai/langchain/pull/34096,2025-11-24,15,3,"core, fix, internal"
test(ollama): Add unit test for `ChatOllama` reasoning parameter,https://github.com/langchain-ai/langchain/pull/34095,2025-12-12,37,0,"integration, tests, ollama, external"
release(langchain): 1.1,https://github.com/langchain-ai/langchain/pull/34090,2025-11-24,7,7,"langchain, release, dependencies, internal"
release: (integration packages): 1.1,https://github.com/langchain-ai/langchain/pull/34088,2025-11-24,22,25,"integration, release, dependencies, deepseek, perplexity, xai, internal"
release: (integration packages) 1.1,https://github.com/langchain-ai/langchain/pull/34087,2025-11-24,40,42,"integration, release, dependencies, anthropic, groq, huggingface, mistralai, openai, internal"
release(fireworks): 1.1,https://github.com/langchain-ai/langchain/pull/34086,2025-11-24,4,4,"integration, release, dependencies, fireworks, internal"
chore(deps): bump actions/checkout from 5 to 6,https://github.com/langchain-ai/langchain/pull/34083,2025-11-25,20,20,"infra, dependencies, github_actions, external"
fix(text-splitters): reverse preserved elements iterator in `HTMLSemanticPreservingSplitter`,https://github.com/langchain-ai/langchain/pull/34080,2026-02-02,75,1,"text-splitters, fix, external"
"fix(infra,core): nits",https://github.com/langchain-ai/langchain/pull/34079,2025-11-24,5,2,"core, github_actions, fix, internal"
fix(openai): add missing `tools` param to `ChatOpenAI` `with_structured_output`,https://github.com/langchain-ai/langchain/pull/34075,2025-12-08,7,1,"integration, fix, openai, internal"
"style(core,langchain-classic,openai): fix griffe warnings",https://github.com/langchain-ai/langchain/pull/34074,2025-11-23,29,74,"integration, core, langchain-classic, openai, internal"
fix(core): undo jinja2 restrictions,https://github.com/langchain-ai/langchain/pull/34072,2025-12-09,2,124,"core, fix, internal"
release(standard-tests): 1.0.2,https://github.com/langchain-ai/langchain/pull/34071,2025-11-22,5,7,"standard-tests, release, dependencies, internal"
chore(fireworks): update tested models,https://github.com/langchain-ai/langchain/pull/34070,2025-11-22,31,8,"integration, infra, dependencies, fireworks, internal"
release(model-profiles): 0.0.5,https://github.com/langchain-ai/langchain/pull/34064,2025-11-21,3,12,"release, dependencies, model-profiles, internal"
